amount,retry_count,failure_count,transaction_frequency_10min,hour_of_day,previous_success_rate,velocity_score,device_trust_score,risk_score,failed,failure_category
166.28,0,0,1,8,0.94,0.39,0.92,21.7,0,SUCCESS
2521.68,1,0,1,16,0.987,0.35,0.93,24.4,0,SUCCESS
556.8,0,0,2,6,0.966,0.3,0.94,7.3,0,SUCCESS
402.3,0,0,1,22,0.901,0.82,0.93,8.5,0,SUCCESS
5596.12,0,0,1,16,0.892,0.32,0.94,24.6,0,SUCCESS
1067.22,0,0,1,18,0.972,0.36,0.96,20.0,0,SUCCESS
1152.33,2,2,2,15,0.978,0.61,0.83,31.8,1,NETWORK_FAILURE
2265.94,0,1,1,15,0.938,0.89,0.97,19.8,0,SUCCESS
550.5,0,0,2,13,0.933,1.18,0.91,24.1,0,SUCCESS
1962.59,0,0,1,13,0.973,1.05,0.89,16.9,0,SUCCESS
448.63,1,0,1,17,0.962,0.34,0.95,18.0,0,SUCCESS
2043.45,0,0,1,15,0.995,0.67,0.99,22.6,0,SUCCESS
2726.21,2,2,1,8,0.959,1.04,0.95,30.8,1,NETWORK_FAILURE
912.62,0,0,1,22,0.912,0.58,0.85,12.7,0,SUCCESS
2034.33,0,0,2,20,0.883,0.66,0.86,24.4,0,SUCCESS
4353.42,0,1,1,11,0.992,0.24,0.95,22.0,0,SUCCESS
3889.02,0,1,1,20,0.968,0.6,0.85,15.1,0,SUCCESS
1653.6,0,0,2,11,0.945,0.65,0.89,17.8,0,SUCCESS
263.41,0,0,2,17,0.895,0.96,0.95,17.2,0,SUCCESS
99.04,0,0,1,10,0.916,0.44,0.99,20.0,0,SUCCESS
75278.0,4,7,13,2,0.143,4.6,0.31,93.6,1,AUTHENTICATION_FAILURE
490.93,0,0,1,14,0.921,0.48,0.91,19.3,0,SUCCESS
5262.03,1,3,1,13,0.945,1.16,0.7,35.3,1,BANK_FAILURE
245.06,0,0,1,8,0.964,0.93,0.92,18.5,0,SUCCESS
976.25,1,0,1,10,0.972,0.77,0.95,7.1,0,SUCCESS
251.76,2,2,1,11,0.756,1.8,0.76,41.3,1,GATEWAY_FAILURE
772.92,0,0,1,10,0.965,0.62,0.98,24.7,0,SUCCESS
2920.46,2,3,2,18,0.934,1.8,0.98,37.5,1,BANK_FAILURE
1861.63,1,0,1,16,0.922,0.87,0.86,16.7,0,SUCCESS
441.09,1,1,2,20,0.947,1.09,0.94,9.5,0,SUCCESS
148.35,1,0,1,11,0.945,0.87,0.92,21.5,0,SUCCESS
3082.57,0,0,2,7,0.969,0.24,0.92,14.2,0,SUCCESS
150360.0,5,8,7,1,0.17,4.73,0.26,93.7,1,AUTHENTICATION_FAILURE
590.29,1,1,1,13,0.949,1.09,0.89,9.8,0,SUCCESS
2493.3,0,0,1,6,0.88,0.55,0.98,5.5,0,SUCCESS
150339.0,4,9,17,4,0.308,8.4,0.34,100.0,1,DUPLICATE_TRANSACTION
159.93,0,0,2,7,0.978,0.21,0.97,7.7,0,SUCCESS
460.41,0,0,1,21,0.915,0.77,1.0,9.3,0,SUCCESS
5163.22,0,0,1,19,0.976,0.73,0.9,5.0,0,SUCCESS
439.76,0,0,1,8,0.96,0.43,0.87,9.0,0,SUCCESS
573.49,0,0,1,6,0.896,0.54,0.97,21.9,1,INSUFFICIENT_FUNDS
362.39,0,0,2,17,0.996,0.79,0.96,18.0,0,SUCCESS
236.09,0,0,1,18,0.952,0.44,0.91,12.1,0,SUCCESS
2269.63,2,2,2,8,0.838,0.98,0.89,25.3,1,NETWORK_FAILURE
1554.52,0,0,2,11,0.985,0.26,0.94,24.0,0,SUCCESS
1004.76,0,0,1,10,0.977,0.57,0.96,9.0,0,SUCCESS
100.32,1,1,1,21,0.893,1.19,0.85,16.0,0,SUCCESS
492.7,0,0,1,12,0.957,0.3,0.96,5.2,0,SUCCESS
1425.87,0,0,1,19,0.978,0.92,0.98,8.4,0,SUCCESS
236.57,1,2,1,20,0.901,1.47,0.87,34.2,1,NETWORK_FAILURE
95984.0,7,7,8,3,0.07,8.72,0.11,100.0,1,AUTHENTICATION_FAILURE
1314.35,2,2,1,22,0.985,1.11,0.94,16.8,1,NETWORK_FAILURE
2620.89,1,3,3,17,0.797,1.62,0.76,30.2,1,GATEWAY_FAILURE
615.16,0,0,1,15,0.901,0.21,0.98,16.2,0,SUCCESS
75858.0,6,4,10,1,0.226,6.2,0.22,100.0,1,AUTHENTICATION_FAILURE
1354.03,0,0,1,19,0.937,0.8,0.96,8.3,0,SUCCESS
2061.68,0,0,1,15,0.94,0.81,0.92,16.4,0,SUCCESS
190.9,0,0,2,20,0.914,0.29,0.88,17.0,0,SUCCESS
311.81,0,0,1,22,0.953,1.17,0.93,6.0,0,SUCCESS
349.03,0,1,1,21,0.968,0.46,0.86,11.9,0,SUCCESS
75804.0,7,7,5,1,0.255,8.38,0.21,100.0,1,DUPLICATE_TRANSACTION
2048.15,0,0,1,15,0.975,0.56,0.95,23.6,0,SUCCESS
924.06,0,0,1,18,0.92,0.98,0.89,11.7,0,SUCCESS
1890.53,0,0,1,7,0.993,1.0,0.93,9.3,0,SUCCESS
768.31,0,0,1,12,0.934,0.46,0.93,18.6,0,SUCCESS
509.68,0,0,1,12,0.899,0.25,0.91,11.7,0,SUCCESS
1266.19,0,0,1,8,0.914,1.05,0.86,24.1,0,SUCCESS
95357.0,6,9,11,23,0.344,4.6,0.27,96.9,1,DUPLICATE_TRANSACTION
7847.76,0,0,1,14,0.927,1.11,0.98,15.3,0,SUCCESS
375.34,0,0,2,18,0.982,1.04,0.85,15.6,0,SUCCESS
352.62,1,0,2,18,0.924,0.55,0.95,24.2,0,SUCCESS
75409.0,6,8,12,1,0.053,6.71,0.31,99.0,1,AUTHENTICATION_FAILURE
1703.86,1,1,2,15,0.852,1.49,0.98,29.7,1,NETWORK_FAILURE
873.22,0,0,1,14,0.917,0.23,0.95,21.1,0,SUCCESS
3557.89,0,1,1,17,0.956,1.15,0.86,16.6,0,SUCCESS
3013.9,0,1,1,21,0.936,0.76,0.94,24.8,0,SUCCESS
3043.87,0,0,1,12,0.894,0.41,0.88,12.1,0,SUCCESS
2558.71,0,0,1,10,0.98,1.13,0.98,15.4,0,SUCCESS
2635.7,0,0,1,17,0.983,0.47,0.95,7.9,0,SUCCESS
2120.11,2,1,2,18,0.923,0.74,0.99,15.9,1,TIMEOUT
75946.0,5,5,8,4,0.26,8.23,0.05,100.0,1,DUPLICATE_TRANSACTION
95526.0,4,6,19,23,0.284,6.4,0.33,96.2,1,AUTHENTICATION_FAILURE
739.95,0,0,1,20,0.912,1.13,0.95,13.3,0,SUCCESS
3000.48,1,1,1,9,0.88,1.79,0.9,29.6,1,BANK_FAILURE
3814.72,0,0,2,10,0.987,0.95,0.94,23.6,0,SUCCESS
1076.02,0,0,1,19,0.986,1.19,0.97,14.4,0,SUCCESS
1592.54,0,0,1,17,0.939,1.2,0.97,24.4,0,SUCCESS
551.9,0,0,1,14,0.923,0.77,0.99,24.5,0,SUCCESS
358.36,0,0,1,11,0.994,0.49,1.0,9.6,0,SUCCESS
329.0,1,1,1,14,0.97,0.92,0.89,5.5,0,SUCCESS
45902.0,3,9,13,4,0.286,7.01,0.16,100.0,1,AUTHENTICATION_FAILURE
397.86,0,0,2,11,0.889,0.31,0.95,20.1,0,SUCCESS
514.53,0,0,1,15,0.918,0.95,0.95,19.8,0,SUCCESS
1014.49,2,3,1,10,0.894,1.72,0.84,40.9,1,BANK_FAILURE
643.52,1,1,1,10,0.979,1.0,0.93,27.5,1,TIMEOUT
219.67,0,0,2,18,0.976,0.98,0.95,7.0,0,SUCCESS
7164.92,0,1,1,15,0.909,0.58,0.93,9.6,0,SUCCESS
563.77,2,2,1,9,0.861,1.19,0.85,33.6,1,NETWORK_FAILURE
1390.0,1,0,1,19,0.886,0.8,0.93,10.9,0,SUCCESS
414.27,0,1,1,19,0.898,1.0,0.86,8.8,0,SUCCESS
1458.94,1,0,2,6,0.996,1.04,0.88,10.7,0,SUCCESS
5265.06,2,3,2,12,0.756,1.82,0.76,38.2,1,BANK_FAILURE
6292.01,1,1,2,12,0.854,0.59,0.94,25.4,1,NETWORK_FAILURE
326.52,0,0,2,21,0.881,1.18,0.97,12.9,0,SUCCESS
7451.09,2,1,2,20,0.866,1.47,0.83,43.0,1,BANK_FAILURE
45368.0,6,6,11,3,0.266,8.29,0.19,100.0,1,DUPLICATE_TRANSACTION
2109.38,0,0,1,21,0.963,0.45,0.9,19.8,0,SUCCESS
1926.99,0,0,1,15,0.888,0.42,0.92,28.5,1,INSUFFICIENT_FUNDS
1048.99,0,0,1,21,0.897,0.91,0.85,6.7,0,SUCCESS
3511.82,0,0,1,13,0.97,0.42,0.99,14.7,0,SUCCESS
758.41,0,0,1,22,0.993,0.63,0.95,10.2,0,SUCCESS
1921.27,1,1,1,10,0.93,0.67,0.86,29.7,1,NETWORK_FAILURE
263.7,0,0,1,10,0.96,1.14,0.86,15.3,0,SUCCESS
151.55,1,0,1,18,0.892,0.75,0.9,9.4,0,SUCCESS
802.41,0,0,1,13,0.914,0.72,0.91,9.6,0,SUCCESS
1745.87,0,0,1,7,0.957,1.06,0.94,20.8,0,SUCCESS
95695.0,3,5,13,4,0.378,7.13,0.22,100.0,1,DUPLICATE_TRANSACTION
103.91,0,0,1,10,0.928,0.46,0.93,13.4,0,SUCCESS
1997.27,2,1,1,11,0.962,0.7,0.87,23.7,1,NETWORK_FAILURE
3975.05,0,0,1,12,0.994,0.54,0.95,24.2,0,SUCCESS
1968.33,0,0,1,21,0.997,0.37,0.97,13.1,0,SUCCESS
75908.0,6,6,17,2,0.099,5.36,0.29,96.1,1,DUPLICATE_TRANSACTION
958.65,0,0,1,6,0.93,1.13,0.93,23.0,0,SUCCESS
5957.46,3,2,1,14,0.87,1.6,0.87,39.2,1,GATEWAY_FAILURE
423.89,0,0,1,16,0.954,0.6,0.85,14.5,0,SUCCESS
749.36,0,0,2,22,0.982,1.15,0.99,13.1,0,SUCCESS
2770.83,0,0,1,15,0.937,0.54,0.91,12.4,0,SUCCESS
4357.22,0,0,1,8,0.998,0.77,0.92,15.0,0,SUCCESS
1478.62,0,0,2,15,0.929,0.76,0.89,5.7,0,SUCCESS
2218.63,1,0,1,14,0.974,0.94,0.88,13.4,0,SUCCESS
1523.73,1,1,2,18,0.816,1.57,0.86,31.2,1,BANK_FAILURE
1172.06,1,0,1,16,0.983,0.52,0.91,21.1,0,SUCCESS
161.28,0,0,1,9,0.88,0.43,0.86,6.8,0,SUCCESS
1465.45,0,0,1,14,0.935,0.63,0.95,14.0,0,SUCCESS
214.19,0,0,1,17,0.92,0.62,0.85,7.4,0,SUCCESS
1061.38,0,0,1,16,0.919,0.36,0.86,10.7,0,SUCCESS
264.47,0,0,1,10,0.917,0.94,0.86,5.9,0,SUCCESS
2047.33,0,0,1,19,0.99,0.97,0.87,9.4,0,SUCCESS
1288.38,0,0,1,6,0.995,0.79,0.91,21.0,0,SUCCESS
942.73,0,0,2,11,0.905,0.6,0.98,6.2,0,SUCCESS
344.89,0,0,1,6,0.986,0.47,0.91,19.6,0,SUCCESS
1682.07,0,0,1,10,0.892,0.78,0.95,18.6,0,SUCCESS
1265.14,0,0,1,13,0.95,0.59,0.9,10.3,0,SUCCESS
56.22,0,0,1,16,0.899,0.41,0.89,23.4,0,SUCCESS
95357.0,7,5,16,2,0.365,8.41,0.08,100.0,1,DUPLICATE_TRANSACTION
759.11,0,0,2,12,0.961,0.8,0.89,21.3,0,SUCCESS
1974.23,0,1,1,12,0.918,0.53,0.93,10.7,0,SUCCESS
754.21,1,0,1,11,0.968,0.8,0.95,9.2,0,SUCCESS
521.54,0,0,1,7,0.998,1.01,0.99,16.9,0,SUCCESS
677.43,0,0,2,12,0.979,0.32,0.95,17.9,0,SUCCESS
2845.16,0,1,1,6,0.918,0.29,0.91,23.2,0,SUCCESS
1874.29,0,0,1,18,0.958,0.25,0.85,7.4,0,SUCCESS
3637.2,0,0,1,20,0.89,0.5,0.99,7.0,0,SUCCESS
168.25,0,0,1,14,0.97,0.46,0.9,14.6,0,SUCCESS
72.07,0,0,1,19,0.895,0.66,0.96,21.7,0,SUCCESS
1521.63,2,2,2,20,0.837,0.65,0.96,24.3,1,TIMEOUT
1923.61,0,0,2,16,0.928,0.3,0.94,11.6,0,SUCCESS
3571.41,0,0,1,12,0.988,0.23,0.87,6.7,0,SUCCESS
648.87,1,2,1,20,0.895,1.4,0.99,18.3,1,TIMEOUT
2349.08,0,0,2,17,0.934,0.98,0.86,22.6,0,SUCCESS
1382.54,0,0,1,15,0.999,0.72,0.86,8.3,0,SUCCESS
518.2,0,0,1,19,0.934,0.68,0.99,19.1,0,SUCCESS
413.41,0,0,1,14,0.936,0.69,0.93,5.6,0,SUCCESS
1440.19,1,0,2,8,0.902,0.96,0.89,11.0,0,SUCCESS
2345.45,0,0,2,10,0.999,0.35,0.92,19.6,0,SUCCESS
55.46,0,1,1,13,0.882,1.19,0.96,12.5,0,SUCCESS
252.93,0,0,2,8,0.996,0.7,0.89,8.9,0,SUCCESS
1472.06,0,0,1,8,0.882,0.92,0.94,18.7,0,SUCCESS
1620.52,1,2,2,10,0.975,0.73,1.0,28.6,1,TIMEOUT
754.15,0,0,1,15,0.899,0.57,0.98,9.1,0,SUCCESS
694.82,0,0,1,19,0.974,0.25,0.88,9.2,0,SUCCESS
5996.85,0,0,1,21,0.897,0.47,0.88,7.5,0,SUCCESS
1963.54,0,0,1,15,0.936,0.66,0.97,14.1,0,SUCCESS
563.15,0,0,1,8,0.898,0.82,0.98,7.4,0,SUCCESS
2782.02,0,0,1,6,0.965,0.92,0.88,7.3,0,SUCCESS
1711.05,0,0,1,17,0.997,0.38,0.98,16.1,0,SUCCESS
3346.41,0,1,1,11,0.913,1.12,0.88,14.4,0,SUCCESS
3836.86,0,0,2,15,0.978,0.8,0.9,13.9,0,SUCCESS
2151.19,1,0,1,11,0.982,0.61,0.96,18.8,0,SUCCESS
324.99,0,0,1,21,0.988,0.42,0.95,22.6,0,SUCCESS
91.65,0,0,2,11,0.929,0.86,0.91,18.9,0,SUCCESS
627.17,1,2,1,12,0.803,1.32,0.83,22.8,1,NETWORK_FAILURE
2123.49,0,0,2,12,0.984,0.7,0.9,18.2,0,SUCCESS
550.15,0,0,1,12,0.941,0.82,0.89,19.1,0,SUCCESS
525.46,0,0,1,14,0.943,0.9,0.93,13.3,0,SUCCESS
6381.85,0,0,2,12,0.963,0.88,0.92,33.4,1,INSUFFICIENT_FUNDS
65.33,1,0,1,12,0.982,0.59,0.96,8.0,0,SUCCESS
1740.91,0,0,1,8,0.984,0.22,0.93,20.1,1,INSUFFICIENT_FUNDS
1919.35,0,0,1,19,0.945,0.42,0.96,11.1,0,SUCCESS
682.48,2,1,2,18,0.976,0.64,0.88,16.3,1,TIMEOUT
1754.32,0,0,1,7,0.947,1.05,0.93,24.4,0,SUCCESS
1974.65,0,0,1,17,0.972,0.8,0.85,24.4,0,SUCCESS
736.56,1,2,1,21,0.903,1.27,0.88,23.8,1,NETWORK_FAILURE
967.76,0,0,1,17,0.99,1.05,0.92,5.0,0,SUCCESS
2823.37,0,0,1,8,0.98,0.62,0.89,38.0,1,INSUFFICIENT_FUNDS
2526.46,0,0,1,11,0.947,0.21,1.0,21.1,0,SUCCESS
93.91,0,0,2,7,0.972,0.55,0.93,17.2,0,SUCCESS
1790.96,1,1,2,15,0.813,0.96,0.93,20.9,1,TIMEOUT
499.6,0,0,1,9,0.909,0.52,0.97,13.5,0,SUCCESS
497.25,0,0,1,12,0.882,1.1,0.91,22.4,0,SUCCESS
96.67,1,0,1,20,0.998,0.79,0.89,27.7,1,INSUFFICIENT_FUNDS
407.86,0,0,1,9,0.896,1.02,0.97,15.0,0,SUCCESS
335.96,0,0,2,8,0.976,0.58,0.96,21.7,0,SUCCESS
4004.74,0,0,2,12,0.951,0.74,1.0,15.9,0,SUCCESS
702.91,0,0,2,6,0.908,0.3,0.95,6.9,0,SUCCESS
609.45,0,0,1,21,0.919,0.55,0.88,21.7,0,SUCCESS
671.44,1,0,1,14,0.967,0.68,0.89,17.4,0,SUCCESS
978.64,0,0,2,11,0.983,1.18,0.98,13.1,0,SUCCESS
2070.66,0,0,1,21,0.887,1.13,0.92,7.7,0,SUCCESS
713.85,0,0,1,10,0.901,0.54,0.9,10.2,0,SUCCESS
553.33,0,1,1,22,0.956,0.44,0.86,30.5,1,INSUFFICIENT_FUNDS
107.46,0,0,1,18,0.922,0.26,0.99,6.3,0,SUCCESS
1670.74,0,0,1,7,0.99,0.78,0.91,7.0,0,SUCCESS
278.08,0,0,1,10,0.882,1.08,0.94,5.9,0,SUCCESS
377.96,0,0,1,21,0.903,1.16,0.99,19.9,0,SUCCESS
470.6,0,0,1,14,0.983,0.81,0.92,19.3,0,SUCCESS
784.59,3,3,2,20,0.821,1.44,0.83,33.8,1,GATEWAY_FAILURE
5387.65,2,1,2,11,0.945,0.89,0.94,26.6,1,TIMEOUT
1547.68,0,0,1,21,0.888,0.61,0.98,7.9,0,SUCCESS
150466.0,3,4,10,2,0.339,8.4,0.32,100.0,1,AUTHENTICATION_FAILURE
95559.0,4,5,12,1,0.148,5.38,0.12,100.0,1,AUTHENTICATION_FAILURE
75493.0,3,6,13,3,0.234,3.99,0.19,100.0,1,DUPLICATE_TRANSACTION
307.96,0,0,1,22,0.911,0.3,0.89,15.2,0,SUCCESS
4711.63,0,0,1,6,0.962,0.59,0.94,15.7,0,SUCCESS
1004.69,0,1,1,13,0.943,0.22,0.91,16.5,0,SUCCESS
290.07,0,0,1,15,0.906,0.27,0.9,24.6,0,SUCCESS
573.12,0,0,1,20,0.885,0.21,0.97,6.1,0,SUCCESS
977.3,0,0,1,13,0.994,0.43,0.94,22.7,0,SUCCESS
1223.24,0,0,1,14,0.892,0.64,1.0,12.6,0,SUCCESS
1663.44,0,0,1,21,0.992,0.58,0.85,5.6,0,SUCCESS
2720.01,0,0,1,21,0.893,0.25,0.97,21.2,0,SUCCESS
203.11,0,0,1,9,0.931,0.85,0.89,11.6,0,SUCCESS
205.17,0,0,1,10,0.928,0.43,0.9,22.1,0,SUCCESS
875.84,1,0,1,12,0.948,0.81,0.95,20.1,0,SUCCESS
516.47,3,2,1,15,0.803,1.69,0.72,26.2,1,BANK_FAILURE
45234.0,6,5,7,23,0.15,7.06,0.16,100.0,1,DUPLICATE_TRANSACTION
687.06,0,0,1,6,0.949,1.12,0.94,23.4,0,SUCCESS
150626.0,6,6,5,4,0.167,3.82,0.15,92.9,1,DUPLICATE_TRANSACTION
269.44,1,0,1,12,0.952,0.91,0.86,13.6,0,SUCCESS
376.07,0,0,2,22,0.968,0.93,0.99,9.7,0,SUCCESS
95328.0,7,9,16,1,0.224,4.43,0.24,98.7,1,AUTHENTICATION_FAILURE
418.11,0,0,1,11,0.887,1.2,0.93,15.9,0,SUCCESS
579.99,0,0,1,20,0.937,0.53,0.89,23.5,0,SUCCESS
461.66,1,0,2,22,0.89,0.39,0.88,18.9,0,SUCCESS
675.23,0,0,1,16,0.889,0.63,0.99,14.6,0,SUCCESS
2951.87,0,0,1,20,0.998,1.15,0.96,22.4,0,SUCCESS
1703.36,1,0,1,16,0.975,1.1,0.96,8.0,0,SUCCESS
3569.04,2,1,1,18,0.975,0.75,0.85,25.3,1,TIMEOUT
1716.7,0,0,2,17,0.956,0.65,0.94,21.4,0,SUCCESS
287.84,0,0,2,10,0.992,0.9,0.89,11.5,0,SUCCESS
631.25,0,0,1,7,0.923,0.54,0.92,19.0,0,SUCCESS
1822.37,0,0,1,17,0.949,0.88,0.95,7.3,0,SUCCESS
555.61,0,0,1,20,0.958,0.26,0.97,16.3,0,SUCCESS
2308.74,0,0,1,10,0.944,0.24,0.95,15.3,0,SUCCESS
347.72,0,0,2,8,0.919,0.69,0.87,23.6,0,SUCCESS
509.67,1,0,1,20,0.881,0.6,0.86,18.5,0,SUCCESS
4215.53,0,0,1,18,0.907,0.56,1.0,9.5,0,SUCCESS
1038.35,0,0,1,10,0.984,0.54,0.95,16.0,0,SUCCESS
440.62,0,0,1,20,0.945,0.35,0.97,6.4,0,SUCCESS
168.22,0,1,1,22,0.894,0.68,0.91,19.4,0,SUCCESS
3718.24,0,1,1,10,0.899,1.02,0.91,12.8,0,SUCCESS
1362.72,0,0,1,15,0.914,1.1,0.9,16.6,0,SUCCESS
378.38,0,0,2,14,0.9,0.3,0.85,9.1,0,SUCCESS
684.88,0,0,2,11,0.917,0.59,0.9,19.5,0,SUCCESS
861.08,0,0,1,11,0.907,0.91,0.9,23.4,0,SUCCESS
1545.52,0,0,1,7,0.999,0.47,0.95,7.4,0,SUCCESS
1154.1,0,0,1,17,0.991,0.54,0.91,8.8,0,SUCCESS
1128.35,0,0,1,21,0.961,1.04,0.88,14.1,0,SUCCESS
510.36,0,0,2,9,0.983,0.62,0.9,17.1,0,SUCCESS
346.23,0,0,2,14,0.929,0.49,0.86,15.4,0,SUCCESS
2084.36,0,0,1,22,0.975,0.67,0.97,17.3,0,SUCCESS
2184.83,0,0,2,22,0.902,0.4,0.99,23.6,0,SUCCESS
112.95,1,1,2,12,0.932,1.02,0.95,7.4,0,SUCCESS
980.5,0,0,2,18,0.884,0.56,0.9,13.6,0,SUCCESS
1358.62,1,1,1,15,0.863,1.33,0.97,19.7,1,NETWORK_FAILURE
502.43,0,0,1,16,0.89,0.53,0.92,8.7,0,SUCCESS
287.02,0,0,1,7,0.897,0.82,0.93,11.0,0,SUCCESS
445.69,3,3,1,11,0.893,1.08,0.91,36.3,1,BANK_FAILURE
308.59,0,0,1,14,0.893,1.19,0.98,13.5,0,SUCCESS
3515.92,1,3,2,16,0.848,1.48,0.88,43.8,1,BANK_FAILURE
985.13,1,2,1,21,0.828,0.61,0.87,27.2,1,TIMEOUT
105.93,0,0,1,12,0.957,0.78,0.85,25.0,0,SUCCESS
90.02,0,0,1,18,0.987,0.72,0.91,16.2,0,SUCCESS
666.14,0,0,1,7,0.913,0.46,0.89,17.3,0,SUCCESS
2073.88,1,0,1,16,0.908,0.65,0.97,28.1,1,INSUFFICIENT_FUNDS
3760.01,0,0,1,22,0.91,1.13,0.88,19.9,0,SUCCESS
125.96,0,1,1,13,0.96,0.84,0.99,17.5,0,SUCCESS
678.6,0,0,1,16,0.957,0.39,0.87,23.9,0,SUCCESS
1572.58,2,3,2,19,0.763,0.84,0.97,31.4,1,BANK_FAILURE
1548.86,0,0,1,11,0.953,0.68,0.85,24.5,0,SUCCESS
150552.0,6,4,10,4,0.4,5.12,0.17,100.0,1,DUPLICATE_TRANSACTION
1281.29,1,0,1,20,0.912,0.87,0.86,11.6,0,SUCCESS
443.55,0,0,2,13,0.94,0.93,1.0,18.8,0,SUCCESS
178.69,0,0,1,13,0.914,0.96,0.92,8.3,0,SUCCESS
106.31,0,0,1,14,0.993,1.05,0.92,14.6,0,SUCCESS
2804.52,1,1,2,17,0.926,0.33,0.97,23.8,0,SUCCESS
638.76,0,0,1,13,0.929,0.7,0.98,6.7,0,SUCCESS
955.88,0,1,2,14,0.958,1.17,0.96,17.8,0,SUCCESS
1189.91,0,0,1,9,0.96,0.34,0.96,17.9,0,SUCCESS
4307.6,0,0,1,6,0.896,0.83,0.9,10.5,0,SUCCESS
1124.96,0,0,1,8,0.895,0.78,0.99,23.1,0,SUCCESS
246.12,1,0,2,8,0.92,0.5,0.85,24.0,0,SUCCESS
884.36,1,0,1,6,0.926,1.13,0.88,11.4,0,SUCCESS
1697.42,0,0,1,12,0.949,1.06,0.93,9.6,0,SUCCESS
45469.0,7,8,12,4,0.327,5.88,0.06,99.4,1,AUTHENTICATION_FAILURE
1408.5,0,1,2,21,0.957,1.08,0.96,23.2,0,SUCCESS
1768.16,1,1,1,16,0.882,1.34,0.87,32.4,1,TIMEOUT
1277.92,1,2,1,12,0.837,0.95,0.71,42.9,1,GATEWAY_FAILURE
3222.05,1,0,1,12,0.946,0.74,0.91,16.4,0,SUCCESS
784.25,0,0,2,10,0.971,0.73,0.9,16.6,0,SUCCESS
1277.5,0,0,1,20,0.893,1.09,0.88,19.7,0,SUCCESS
1615.1,1,0,2,7,0.906,0.69,0.91,23.4,0,SUCCESS
584.06,0,0,2,9,0.915,0.98,0.9,17.8,0,SUCCESS
1393.71,0,0,1,10,0.897,0.5,0.94,19.5,0,SUCCESS
170.95,1,2,1,21,0.815,1.0,0.94,16.1,1,TIMEOUT
1762.88,0,0,1,19,0.906,1.03,0.86,13.1,0,SUCCESS
316.0,0,0,1,12,0.975,0.37,0.87,8.1,0,SUCCESS
344.42,0,0,1,20,0.956,0.86,0.99,24.0,0,SUCCESS
1339.68,0,0,2,22,0.966,0.25,0.97,15.0,0,SUCCESS
1305.66,0,0,1,13,0.912,1.03,0.97,10.5,0,SUCCESS
1622.82,0,0,1,16,0.892,0.93,0.86,19.8,0,SUCCESS
2591.04,1,0,1,16,0.965,0.94,0.98,9.5,0,SUCCESS
5434.3,0,0,1,12,0.959,0.5,0.91,19.8,0,SUCCESS
7717.87,2,1,1,19,0.881,1.16,0.88,35.0,1,TIMEOUT
95370.0,7,5,8,1,0.101,6.13,0.18,100.0,1,AUTHENTICATION_FAILURE
200.06,2,2,1,15,0.976,1.35,0.88,34.9,1,NETWORK_FAILURE
113.01,0,0,1,22,0.977,0.78,0.86,21.9,0,SUCCESS
112.45,0,0,1,6,0.954,0.44,0.96,17.1,0,SUCCESS
75577.0,4,7,18,4,0.178,8.55,0.22,100.0,1,AUTHENTICATION_FAILURE
5441.72,3,1,3,11,0.934,1.42,0.83,29.3,1,BANK_FAILURE
1738.67,0,1,1,15,0.939,0.62,0.95,36.5,1,INSUFFICIENT_FUNDS
45777.0,7,5,10,4,0.215,7.23,0.22,100.0,1,DUPLICATE_TRANSACTION
97.64,0,0,1,22,0.977,0.81,0.95,24.4,0,SUCCESS
1205.04,0,0,1,19,0.883,0.85,1.0,8.5,0,SUCCESS
750.01,0,0,2,17,0.94,0.98,0.92,24.7,0,SUCCESS
464.89,1,1,2,15,0.9,1.16,0.93,15.5,0,SUCCESS
2311.52,1,0,1,19,0.889,0.71,0.97,19.0,0,SUCCESS
4288.02,1,0,1,9,0.934,1.07,0.98,11.9,0,SUCCESS
164.47,0,0,2,12,0.88,1.15,0.91,24.1,0,SUCCESS
439.76,0,0,1,6,0.958,0.36,0.94,15.8,0,SUCCESS
45286.0,7,4,7,3,0.234,7.45,0.06,100.0,1,AUTHENTICATION_FAILURE
204.68,0,0,1,14,0.979,0.34,0.9,14.5,0,SUCCESS
2758.44,0,0,1,17,0.891,0.78,0.87,10.0,0,SUCCESS
786.67,0,0,1,7,0.999,0.37,0.97,21.6,0,SUCCESS
6284.77,0,0,1,17,0.88,0.75,1.0,11.2,0,SUCCESS
1724.97,1,2,2,18,0.839,1.3,0.81,31.1,1,NETWORK_FAILURE
81.41,0,0,1,15,0.889,0.45,0.96,10.6,0,SUCCESS
1387.35,1,1,1,12,0.954,0.57,0.83,17.4,1,NETWORK_FAILURE
6208.83,1,0,1,10,0.928,0.76,0.93,23.5,0,SUCCESS
1813.29,0,0,1,16,0.927,0.36,0.92,20.4,0,SUCCESS
1870.12,0,0,1,11,0.901,1.12,0.86,19.7,0,SUCCESS
106.04,0,0,1,18,0.894,0.34,0.87,6.8,0,SUCCESS
572.02,0,0,1,13,0.923,0.92,0.97,18.3,0,SUCCESS
799.82,0,1,1,11,0.919,0.86,0.96,16.8,0,SUCCESS
377.53,0,0,1,20,0.92,0.27,0.97,9.4,0,SUCCESS
1198.43,0,0,1,7,0.927,0.4,0.94,21.5,0,SUCCESS
189.19,1,2,2,21,0.914,1.15,0.93,17.6,1,TIMEOUT
819.49,1,2,2,10,0.866,1.09,0.87,35.7,1,GATEWAY_FAILURE
